class_name,class_id,image_path,poly_label,n_points,poly_area,poly_perimeter,poly_compactness,aabb_xmin,aabb_ymin,aabb_xmax,aabb_ymax,aabb_w,aabb_h,aabb_area,aabb_aspect,mbr_center_x,mbr_center_y,mbr_w,mbr_h,mbr_area,mbr_aspect,mbr_angle,mbr_fill_ratio,mbr_center_x_norm,mbr_center_y_norm,poly_area_ratio_img,mbr_area_ratio_img,poly_area_ratio_gb,mbr_area_ratio_gb
benign,1,benign/00202846_US_Image2_1.png,gallbladder polyp,23,1873.237369306269,161.7840585972952,0.8993551474519929,78.09901888504507,197.62944479101682,126.19066522996656,248.44325979697157,48.091646344921486,50.81381500595475,2443.7200207026403,0.946428571428572,102.57584381103516,222.51461791992188,44.72101593017578,53.76785659790039,2404.5531714461104,1.2022950614952421,8.130073547363281,0.779037615616416,0.3205495119094849,0.6953581809997559,0.018293333684631534,0.02348196456490342,0.02725403504015168,0.03498423502771023
benign,1,benign/00227994_US_Image4_1.png,gallbladder polyp,31,1947.1733670425601,165.84642854008308,0.8896152881394527,208.79417122040073,91.2058287795993,255.06010928961737,150.22222222222223,46.265938069216645,59.01639344262293,2730.4488040849155,0.783950617283949,236.4149169921875,118.99012756347656,63.038719177246094,41.932769775390625,2643.3880981949624,1.5033282922856688,63.11307144165039,0.7366203125345792,0.738796615600586,0.37184414863586424,0.019015364912525,0.02581433689643518,0.023305258529892434,0.031638088352061854
benign,1,benign/00228731_US_Image4_1.png,gallbladder polyp,29,2203.2342348704697,174.11590179136687,0.9132583721668441,145.55368814192343,52.5863678804855,206.05788982259568,100.39215686274505,60.50420168067225,47.80578898225956,2892.451098086292,1.265625,176.70616149902344,75.17752838134766,60.97544860839844,45.83672332763672,2794.9147676416906,1.3302750323698205,7.7651519775390625,0.7883010460206368,0.5522067546844482,0.23492977619171143,0.02151595932490693,0.027294089527750885,0.039427714502137765,0.05001606264658641
benign,1,benign/00228731_US_Image5_1.png,gallbladder polyp,24,1297.947648754518,135.35659126752765,0.8902422925663666,84.55452356381149,118.72721018231853,132.02614379084966,157.25490196078425,47.47162022703817,38.52769177846572,1828.9719523317058,1.2321428571428585,106.898193359375,138.8063507080078,52.51405715942383,31.486026763916016,1653.459009203434,1.6678527765086766,36.430850982666016,0.7849893112135956,0.3340568542480469,0.43376984596252444,0.01267527000736834,0.016147060636752288,0.017811585038206203,0.022690226202786688
benign,1,benign/00259288_US_Image4_1.png,gallbladder polyp,45,2176.0432899262523,200.03700473090186,0.6833712582630244,108.58282362798491,211.49761206535405,164.88780896522834,278.2592375366569,56.30498533724344,66.76162547130284,3759.012343252244,0.8433734939759049,134.52792358398438,243.90603637695312,39.31756591796875,78.34748840332031,3080.4325398048386,1.9926840986744367,34.2490234375,0.7064083572056137,0.42039976119995115,0.7622063636779786,0.021250422753186057,0.03008234902153163,0.02463444765178398,0.034872814570359977
benign,1,benign/00266482_US_Image4_1.png,pred,21,1155.046407766873,146.16580374461458,0.6793877935854981,134.0592861464005,192.13551119177257,168.54204476709015,238.59649122807016,34.48275862068965,46.4609800362976,1602.1027598723308,0.7421875000000006,151.3006591796875,215.36599731445312,46.46098327636719,34.482757568359375,1602.102822706569,1.3473685561330737,90.0,0.7209564775721164,0.47281455993652344,0.6730187416076661,0.011279750075848369,0.015645535377993836,0.013121341924966471,0.018199908500931606
benign,1,benign/00286284_US_Image1_2.png,gallbladder polyp,32,823.0164327013481,105.99839679525137,0.920491488854409,55.02320289428939,215.06104342712499,92.86373572990038,242.87894864681743,37.84053283561099,27.81790521969245,1052.6443558836866,1.3602941176470567,74.10395050048828,228.61795043945312,36.395389556884766,28.576990127563477,1040.0706880559228,1.27359072437024,8.8806791305542,0.7913081698703693,0.2315748453140259,0.7144310951232911,0.008037269850599103,0.010156940313046122,0.011176803040692707,0.014124463093213949
benign,1,benign/00287902_US_Image1_1.png,gallbladder polyp,28,1666.9623221976217,156.3258850684769,0.8571836039527603,177.5073702200385,108.07947019867551,234.5891903439436,147.04550309762868,57.08182012390512,38.96603289895317,2224.252080880214,1.4649122807017552,204.39004516601562,126.91975402832031,34.997154235839844,59.89988708496094,2096.325587021769,1.7115645083970494,69.07548522949219,0.7951829298452919,0.6387188911437989,0.396624231338501,0.01627892892771115,0.020471929560759463,0.021743832686532297,0.027344440971290348
benign,1,benign/00288600_US_Image1_1.png,gallbladder polyp,39,2409.599560440285,183.08919330564618,0.9032943982469884,34.82578875171468,198.26611796982164,100.12071330589848,249.84362139917693,65.2949245541838,51.57750342935529,3367.7491951129095,1.26595744680851,68.14630126953125,223.3975067138672,65.61080932617188,46.03390884399414,3020.3220157016767,1.425271304866214,24.227771759033203,0.7977955820318353,0.21295719146728515,0.6981172084808349,0.02353124570742466,0.029495332184586685,0.02898538656270032,0.03633184642221256
benign,1,benign/00288711_US_Image6_1.png,pred,10,964.1882650126936,114.44311533022903,0.925107842080014,101.35238994134696,140.0480909683364,136.5891368345356,173.84660329445603,35.23674689318864,33.798512326119635,1190.949624201794,1.0425531914893642,118.121337890625,156.20892333984375,32.65935516357422,36.24189376831055,1183.6368803797814,1.1096941010253631,79.99203491210938,0.8145980249477563,0.3691291809082031,0.48815288543701174,0.009415901025514586,0.011558953909958803,0.011041668109056671,0.013554744513117155
benign,1,benign/00289036_US_Image1_1.png,pred,72,983.773452039808,149.102944249271,0.5560739161105288,144.11347517730496,131.63120567375887,204.2553191489362,160.0,60.14184397163123,28.36879432624113,1706.1516020320914,2.1200000000000014,175.40408325195312,147.6929931640625,22.73340606689453,61.8604621887207,1406.299006421963,2.72112599434912,73.6104736328125,0.6995478540106603,0.5481377601623535,0.46154060363769533,0.00960716261757625,0.013733388734589482,0.01992073425115075,0.02847658546436936
