class_name,class_id,image_path,image_h,image_w,gb_area_ratio,img_mean,img_std,img_p10,img_p50,img_p90,img_entropy,img_skew,img_kurtosis,img_lap_var,img_grad_mean,img_grad_std,img_edge_density,img_hf_ratio,img_glcm_contrast,img_glcm_dissimilarity,img_glcm_homogeneity,img_glcm_energy,img_glcm_correlation,img_glcm_asm,img_lbp_entropy,img_lbp_uniform_ratio,img_lbp_nonuniform_ratio,gb_mean,gb_std,gb_p10,gb_p50,gb_p90,gb_entropy,gb_skew,gb_kurtosis,gb_lap_var,gb_grad_mean,gb_grad_std,gb_edge_density,gb_hf_ratio,gb_glcm_contrast,gb_glcm_dissimilarity,gb_glcm_homogeneity,gb_glcm_energy,gb_glcm_correlation,gb_glcm_asm,gb_lbp_entropy,gb_lbp_uniform_ratio,gb_lbp_nonuniform_ratio
malignant,0,malignant/00139142_US_Image2_R_1.png,320,320,0.6604296875,32.14169921875,24.375673457109972,4.0,29.0,61.0,6.26592523989966,2.064596784237789,9.792276972843158,1912.7433199459076,30.78789665925838,58.0168036117992,0.020263671875,0.04335374219809472,2.8868660171131233,0.8162654441163333,0.6991523337970376,0.2224027930190719,0.828231353822676,0.049667349921050104,3.164453109976982,0.912109375,0.087890625,32.85772165375288,25.812603815374132,2.0,30.0,60.0,6.2299128206118395,2.285377647439994,11.03545581060805,2766.3205833165107,34.7875096992198,69.03949135699713,0.02611344413556515,0.06810004680450703,3.596243108579367,0.8339375342100188,0.7132203262887012,0.24106410508760706,0.809566353109586,0.058454157725110416,3.120389823405802,0.92694091796875,0.07305908203125
malignant,0,malignant/00166451_US_Image13_1.png,320,320,0.959375,75.010419921875,30.960934918613216,43.0,68.0,120.0,6.798848743889861,1.1225481687626067,1.1980602560357951,319.68851353607175,34.46929588160032,31.47321754566399,0.0273046875,0.0029205574476651674,2.7614056783018133,1.0669899388998938,0.5985834348690923,0.15632234206427892,0.9054022743064483,0.02468013474829484,3.009533834316111,0.92901611328125,0.07098388671875,73.89993892508143,30.34060253271822,43.0,67.0,116.0,6.768776412051265,1.1736012528912292,1.478607775858774,327.34629919150336,34.5432807356903,31.789077190974325,0.02744299674267101,0.002954702744515839,2.6742384986041086,1.0490414959779586,0.6022498428840461,0.15879677810759005,0.9046804509386867,0.025445081740708912,2.976861484373959,0.92962646484375,0.07037353515625
malignant,0,malignant/00186932_US_Image12_1.png,320,320,0.84375,71.039287109375,33.14455539340002,35.0,66.0,115.0,6.951967692771782,0.9574664692035427,2.0782703035689325,1740.8028383480068,50.90524428088822,51.633510867912584,0.096787109375,0.011861582717224444,4.422788604195771,1.337731155745054,0.5426270275263239,0.13462573638600403,0.8640484656775164,0.018278895947572878,3.2512946030883905,0.89129638671875,0.10870361328125,71.95444444444445,30.409121722776167,39.0,67.0,111.0,6.813326061742957,1.2829409676576098,3.148300312287417,1836.0163999866045,52.126825527961785,52.36210426592125,0.09872685185185186,0.015393060039403203,4.328904702111254,1.3221418727063683,0.5444294964443315,0.14442297287536826,0.8402541219499633,0.02110134114123423,3.224592421134144,0.90106201171875,0.09893798828125
malignant,0,malignant/00186932_US_Image8_1.png,320,320,0.87849609375,71.4481640625,29.941057469811973,40.0,66.0,110.0,6.7773173654455245,1.2527440482252,3.137918577394874,1426.524380538559,43.36438863976073,47.52515054808917,0.080791015625,0.009239891765957691,3.545386472283376,1.1422782568717456,0.5920957062599974,0.15974443454887816,0.8671197919149973,0.025664238176088372,3.259436597082801,0.88330078125,0.11669921875,73.48076880321928,28.640303661443028,45.0,67.0,111.0,6.678819241796535,1.470401543969303,3.6836993044649766,1536.5754614342382,44.627495358232515,48.49044792231579,0.08407256719802575,0.01120547342588914,3.4703654553638628,1.1305081851235175,0.592773245123333,0.1649402635278861,0.8572411276669942,0.027394613164803176,3.245301569071533,0.89251708984375,0.10748291015625
malignant,0,malignant/00193839_US_Image10_1.png,320,320,0.575,109.2963671875,58.95348270900901,21.0,112.0,182.0,7.5060156062012355,-0.018590055370760188,-0.2747505971693083,1797.3877109970094,61.223104769574604,58.67719921740209,0.145791015625,0.005570106275306725,7.205460032866379,1.6964030201156897,0.5014299968129112,0.11176432015891881,0.9306208843897932,0.012553591880308843,3.190897550052575,0.89190673828125,0.10809326171875,115.77525475543479,47.318418112824155,55.0,114.0,177.0,7.522763478627198,0.3747389313643943,0.22333126077399656,1758.8935562381853,60.97461957095419,51.495558791439755,0.1449898097826087,0.006382507448286149,4.083745447423323,1.353676144216751,0.5283920591131261,0.10263360157307,0.9405949251102738,0.01059254638965021,3.1740889005231465,0.89324951171875,0.10675048828125
malignant,0,malignant/00193839_US_Image13_1.png,320,320,0.503125,88.617197265625,58.4884121064885,1.0,85.0,169.0,7.318862151914358,0.383358297740353,-0.2489506980962588,1534.8987792907717,55.30785463986714,55.898276089901266,0.1202734375,0.006517772068290667,6.263992827898862,1.534750125737852,0.5395843138560785,0.14418076798155252,0.9389460729907944,0.02083906694488141,3.16607511128447,0.90472412109375,0.09527587890625,92.5651203416149,50.42946644004936,32.0,85.0,162.0,7.42553745304118,0.6499444282021637,0.4973155182536164,1722.659846649435,57.686521329798445,53.27716735351585,0.1219138198757764,0.01128260901458592,3.514078855089138,1.2227365694345744,0.5662322901865706,0.1163600431371741,0.9544477306189183,0.01360374487478739,3.150075956321196,0.910400390625,0.089599609375
malignant,0,malignant/00193839_US_Image16_L_1.png,320,320,0.884375,59.210302734375,35.977677015936415,14.0,54.0,109.0,7.024296676981178,0.8166636954389732,0.6508680335598318,864.0641663967133,49.530370444740285,37.43863731178057,0.0996484375,0.010393277342799075,3.889376384469541,1.3649554849642955,0.5184952304015066,0.12176644929604177,0.9003104438092231,0.014920664906824768,3.2352066880841432,0.89422607421875,0.10577392578125,54.83952075971732,33.51908848390019,12.0,51.0,100.0,6.910163154487369,0.8509759527341596,0.8713418761778673,791.442198498994,47.461205399517034,36.31740404083334,0.08981890459363957,0.011455903369184785,3.3726422533605316,1.263745907157615,0.5397402304417287,0.13103469688627276,0.9018490223084383,0.017263326475866148,3.217794180860012,0.89959716796875,0.10040283203125
malignant,0,malignant/00193839_US_Image17_L_1.png,320,320,0.9378515625,55.4135546875,35.5573660049215,12.0,49.0,104.0,6.953368615860434,1.0089900503417526,1.1500157014754508,518.8095585903169,41.14890544219758,32.13923175229664,0.05091796875,0.006615379867268724,2.9985671668702034,1.1849028952274197,0.5563345305878559,0.13346637674781364,0.9234160658016051,0.017945014191091013,3.198337074071925,0.9041748046875,0.0958251953125,54.496136865342166,35.69531189693746,11.0,48.0,103.0,6.940022981734465,1.0545260951277666,1.276530878886919,508.62453837644745,40.519637743125635,31.933561649774372,0.04648256903661127,0.006634254119310715,2.7622245202017766,1.1319398034691421,0.5685420019065444,0.13682819508230512,0.9300061794521948,0.01884747347229765,3.1887243283349482,0.9093017578125,0.0906982421875
malignant,0,malignant/00193839_US_Image18_L_1.png,320,320,0.853125,61.358505859375,37.1138335336626,16.0,56.0,110.0,7.062638801612051,1.0138846155734198,1.3931483385514598,1788.4746282821654,56.339607038451135,44.676691077427705,0.142724609375,0.013241718366795191,4.432664726022044,1.4748716679508047,0.4941753929949385,0.11734226121237293,0.8930767710303273,0.013855239699892805,3.2619955742872024,0.88555908203125,0.11444091796875,56.14831730769231,33.51692912765727,14.0,52.0,101.0,6.931363538899408,0.8820132872492671,1.029678728322561,1747.2174640722903,54.22660076776338,43.9548593572428,0.12830815018315017,0.016156738360229995,3.8964720253349316,1.3716376600039928,0.5147713760549584,0.12587839369285128,0.885614043428173,0.015926378297875306,3.2450555961335,0.89154052734375,0.10845947265625
malignant,0,malignant/00193839_US_Image19_L_1.png,320,320,0.84375,59.834462890625,37.583290183019436,15.0,53.0,112.0,7.0406914253561075,1.0725851421565131,1.2849765640194857,697.2655415634155,46.045487923867896,34.98884022499796,0.075478515625,0.008833736523614593,3.532602331573716,1.2943606043462097,0.5318146879784345,0.12437036371511197,0.9173451711404479,0.015569733907454326,3.2210979476391244,0.8985595703125,0.1014404296875,54.994560185185186,33.80863107585443,13.0,50.0,102.0,6.9107378141839,0.9490563673924116,1.0932953702586818,637.8383182098765,43.55804889861108,32.73753418730136,0.06303240740740741,0.00948334332315167,2.8829707539902483,1.1744908671333971,0.5553771592495202,0.13309327845005708,0.9167862529907755,0.017810460814571244,3.1773930266310755,0.9085693359375,0.0914306640625
malignant,0,malignant/00193839_US_Image1_1.png,320,320,0.496875,105.508037109375,48.70606467562457,42.0,104.0,169.0,7.46173044856486,0.0640813304094595,0.12714870382851196,858.9858767696383,51.49326991309876,48.30757139867423,0.07333984375,0.0039779987593435385,5.869512541650958,1.5461852664001716,0.5168093298021919,0.10349452733267173,0.9170866757260767,0.010861563948723018,3.086690433170414,0.919677734375,0.080322265625,111.32612028301887,41.2296156242484,67.0,104.0,172.0,7.277192248959641,0.6274731518838363,0.40955323341209393,1025.5933232405266,49.2120362084456,46.47954194333959,0.0626179245283019,0.005927315344137414,2.5414604950148707,1.0451557896698396,0.5985955207722835,0.13156744119503916,0.9513662210151417,0.01742430569926346,2.9110052244559186,0.93804931640625,0.06195068359375
malignant,0,malignant/00193839_US_Image20_L_1.png,320,320,0.8348828125,58.582109375,35.61928512609829,15.0,52.0,108.0,6.990336646350178,0.9623508654590633,1.0164643227658896,630.4748318599701,43.77993228362156,33.882733923751786,0.06248046875,0.008052868138847391,3.2201202847191226,1.2318244640364548,0.5457479795536284,0.13114021197879855,0.9166896820143946,0.017319731415675582,3.224106390971137,0.89453125,0.10546875,55.747239507790205,35.00686965931092,13.0,50.0,104.0,6.930113201432108,1.0162278962658757,1.1932243185078155,582.2913652590578,41.367411003076434,32.15647855284357,0.05440275113460909,0.008152441720225632,2.538850289986672,1.0921981165793941,0.5757641849478918,0.1404993387993766,0.9330586575681369,0.01984861740309798,3.182880905586514,0.90289306640625,0.09710693359375
malignant,0,malignant/00193839_US_Image9.png,320,320,0.45625,119.067353515625,45.65169515083265,65.0,117.0,176.0,7.384132529230353,-0.15994160991501877,0.5098377061140846,872.5355823421478,53.568961628204605,43.921232346749946,0.09501953125,0.0036415280356855277,5.336378291261676,1.5494282519288016,0.4950779435045907,0.10212245783946679,0.9137144635943624,0.010567497496543855,3.169172922877916,0.9041748046875,0.0958251953125,123.77992294520548,36.092174487562225,87.0,115.0,177.0,7.030768798945004,1.0242731266822482,0.9845385802212023,815.323055451304,47.74957760512933,37.32847548028739,0.0709332191780822,0.00421059292724561,2.0238370813423203,0.9897283760651359,0.5973087376198253,0.14344016156251588,0.9494349702569874,0.020709124022868387,2.9813945142002587,0.93231201171875,0.06768798828125
malignant,0,malignant/00214547_US_Image11_1.png,320,320,0.64173828125,45.071796875,30.258354694240897,14.0,39.0,83.0,6.68912698066814,1.4485071306047912,2.9945135446022624,956.2120921874999,35.321100369919165,38.6538735312594,0.042861328125,0.011023189088719028,2.563047482276768,0.9479675472867841,0.6438428553625593,0.1748168275766088,0.9074022783869411,0.03071673058461193,3.2307577353204273,0.8870849609375,0.1129150390625,53.19310953525885,32.173926400218214,18.0,48.0,95.0,6.8250535609069205,1.2690693695906277,2.132810229677454,1393.3323194771576,41.945637013789494,43.794141584086155,0.059150257175031196,0.019090839888135314,2.991575129123105,1.0432835410406711,0.6203939463665153,0.1567337046501111,0.9045299370159838,0.024916190090150905,3.113752968320726,0.91162109375,0.08837890625
malignant,0,malignant/00214547_US_Image16_1.png,320,320,0.657314453125,68.06869140625,33.97666231800819,30.0,62.0,114.0,6.975776379500235,1.0251572817499193,1.11606122730735,881.4507530273436,39.229879078939824,34.63592259961845,0.055966796875,0.005778505668669753,2.5612359449855377,1.0408403500958814,0.5990825581141674,0.14104253774332706,0.9279047954585757,0.020009940999320016,3.2361518728968814,0.89739990234375,0.10260009765625,77.95942593115333,35.57388533302698,37.0,73.0,126.0,7.10273664118793,0.7502483560974769,0.46246679260593737,1089.946601956756,43.50180355132296,36.98726872711003,0.07721107132775706,0.009314032103758715,2.562211686737366,1.0508916733049256,0.5972359306535139,0.13126127353006,0.9344707029299619,0.01748310503844501,3.152014301583116,0.91949462890625,0.08050537109375
malignant,0,malignant/00214547_US_Image17_1.png,320,320,0.628125,53.321572265625,31.16152725286592,16.0,49.0,95.0,6.888051951654504,0.6523507789992956,0.2639111177436537,748.4377260192871,37.36600003644845,31.19575495501968,0.056630859375,0.007585833276618452,2.2322668213509838,0.9857327024766913,0.6108885156827583,0.14285360363877941,0.9248155109560668,0.020520730094286233,3.240172565734696,0.88995361328125,0.11004638671875,63.92880907960199,30.414335855145175,25.0,62.0,104.0,6.9096403471959675,0.5138304425143043,0.3396599848574873,937.5054527956843,42.9080476427168,34.465428651290715,0.07957089552238807,0.014151770100423133,2.4597669886529054,1.0338385911921897,0.5989927991187535,0.13663366490878823,0.913072004684121,0.018964007484046818,3.1447775709915153,0.9190673828125,0.0809326171875
malignant,0,malignant/00214547_US_Image6_1.png,320,320,0.76875,55.092666015625,37.148459508691914,12.0,49.0,105.0,7.010715311317485,1.0192323315737473,1.2078231948186158,824.9590622554779,38.99740777306035,40.65449625672297,0.066796875,0.00788533699682911,3.233309868777487,1.0923303911029973,0.6089656239710071,0.14752725968763292,0.9231818721606017,0.02188980729943231,3.2013000975584935,0.896240234375,0.103759765625,61.35917174796748,38.1763010800077,19.0,53.0,114.0,7.1265526382709625,0.9361524769312254,0.7902039644486569,967.4089678239794,43.38236517292991,41.948916872294284,0.07963668699186992,0.011657568795524152,3.3962901661852514,1.1611035923274753,0.5854067346279284,0.13146454497181917,0.9238153233365707,0.017487997009270013,3.1292942256079583,0.9072265625,0.0927734375
